	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak
292	أَسِيَ	ل	67	أسي	أسي	ءسي	س	3	مهموز	صحيح
293	أَسَّى	ل/م	113	أسى	أسّى	ءسى	س	4	مضعف مهموز	ناقص
294	آسَى	م	106	آسى	آسى	ءاسى	س	4	مهموز	ناقص يائي
295	آسَى	ل/م	111	آسى	آسى	ءاسى	س	4	مهموز	ناقص يائي
296	تَأَسَّى	ل	127	تأسى	تأسّى	تءسى	تس	5	مضعف مهموز	ناقص
297	تَآسَى	ل	125	تآسى	تآسى	تءءسى	تس	5	مهموز	ناقص
298	اِئْتَسَى	ل	116	ائتسى	ائتسى	اءتسى	تس	5	مهموز	ناقص
299	أَشَبَ	م	54	أشب	أشب	ءشب	شب	3	مهموز	صحيح
300	أَشِبَ	ل	56	أشب	أشب	ءشب	شب	3	مهموز	صحيح
301	أَشَّبَ	م/ل	112	أشب	أشّب	ءشب	شب	4	مضعف مهموز	صحيح
302	تَأَشَّبَ	ل	126	تأشب	تأشّب	تءشب	تشب	5	مضعف مهموز	صحيح
303	اِئْتَشَبَ	ل	114	ائتشب	ائتشب	اءتشب	تشب	5	مهموز	صحيح
304	أَشَرَ	م	53	أشر	أشر	ءشر	شر	3	مهموز	صحيح
305	أَشِرَ	ل	56	أشر	أشر	ءشر	شر	3	مهموز	صحيح
306	أَشَّرَ	م/ل	112	أشر	أشّر	ءشر	شر	4	مضعف مهموز	صحيح
307	أَشَّ	ل/م	58	أش	أشّ	ءش	ش	3	مضعف مهموز	صحيح
308	تَأَشَّنَ	ل	126	تأشن	تأشّن	تءشن	تشن	5	مضعف مهموز	صحيح
309	أَصَدَ	م	53	أصد	أصد	ءصد	صد	3	مهموز	صحيح
310	أَصَّدَ	م	112	أصد	أصّد	ءصد	صد	4	مضعف مهموز	صحيح
311	آصَدَ	م	106	آصد	آصد	ءاصد	صد	4	مهموز	صحيح
312	أَصَرَ	م	54	أصر	أصر	ءصر	صر	3	مهموز	صحيح
313	اِئْتَصَرَ	ل	114	ائتصر	ائتصر	اءتصر	تصر	5	مهموز	صحيح
314	أَصَّ	ل/م	58	أص	أصّ	ءص	ص	3	مضعف مهموز	صحيح
315	أَصَّصَ	م	112	أصص	أصّص	ءصص	ص	4	مضعف مهموز	صحيح
316	اِئْتَصَّ	ل	114	ائتص	ائتصّ	اءتص	تص	5	مضعف مهموز	صحيح
317	أَصَلَ	م	53	أصل	أصل	ءصل	صل	3	مهموز	صحيح
318	أَصُلَ	ل	57	أصل	أصل	ءصل	صل	3	مهموز	صحيح
319	أَصِلَ	ل	56	أصل	أصل	ءصل	صل	3	مهموز	صحيح
320	أَصَّلَ	م	112	أصل	أصّل	ءصل	صل	4	مضعف مهموز	صحيح
321	آصَلَ	ل	106	آصل	آصل	ءاصل	صل	4	مهموز	صحيح
322	تَأَصَّلَ	ل	126	تأصل	تأصّل	تءصل	تصل	5	مضعف مهموز	صحيح
323	اِسْتَأْصَلَ	ل/م	129	استأصل	استأصل	استءصل	ستصل	6	مهموز	صحيح
324	أَضَّ	ل/م	60	أض	أضّ	ءض	ض	3	مضعف مهموز	صحيح
325	آضَّ	ل	110	آض	آضّ	ءءض	ض	4	مضعف مهموز	صحيح
326	اِئْتَضَّ	ل/م	114	ائتض	ائتضّ	اءتض	تض	5	مضعف مهموز	صحيح
327	أَضِمَ	ل	56	أضم	أضم	ءضم	ضم	3	مهموز	صحيح
328	أَطَرَ	م	53	أطر	أطر	ءطر	طر	3	مهموز	صحيح
329	أَطَّرَ	م	112	أطر	أطّر	ءطر	طر	4	مضعف مهموز	صحيح
330	تَأَطَّرَ	ل	126	تأطر	تأطّر	تءطر	تطر	5	مضعف مهموز	صحيح
331	اِنْأَطَرَ	ل	119	انأطر	انأطر	انءطر	نطر	5	مهموز	صحيح
332	أَطَّ	ل	59	أط	أطّ	ءط	ط	3	مضعف مهموز	صحيح
333	أَطَمَ	ل	54	أطم	أطم	ءطم	طم	3	مهموز	صحيح
334	أَطِمَ	ل	56	أطم	أطم	ءطم	طم	3	مهموز	صحيح
335	أَطَّمَ	م	112	أطم	أطّم	ءطم	طم	4	مضعف مهموز	صحيح
336	آطَمَ	م	106	آطم	آطم	ءاطم	طم	4	مهموز	صحيح
337	لتَأَطَّمَ	ل	126	لتأطم	لتأطّم	لتءطم	لتطم	6	مضعف مهموز	صحيح
338	أَفَخَ	م	54	أفخ	أفخ	ءفخ	فخ	3	مهموز	صحيح
339	أَفِدَ	ل	56	أفد	أفد	ءفد	فد	3	مهموز	صحيح
340	اِسْتَأْفَدَ	ل	129	استأفد	استأفد	استءفد	ستفد	6	مهموز	صحيح
341	أَفَرَ	ل	54	أفر	أفر	ءفر	فر	3	مهموز	صحيح
342	أَفِرَ	ل	56	أفر	أفر	ءفر	فر	3	مهموز	صحيح
343	اِسْتَأْفَرَ	ل	129	استأفر	استأفر	استءفر	ستفر	6	مهموز	صحيح
344	أَفَّ	ل	58	أف	أفّ	ءف	ف	3	مضعف مهموز	صحيح
345	أَفَّفَ	ل/م	112	أفف	أفّف	ءفف	ف	4	مضعف مهموز	صحيح
346	تَأَفَّفَ	ل	126	تأفف	تأفّف	تءفف	تف	5	مضعف مهموز	صحيح
347	أَفَقَ	ل/م	54	أفق	أفق	ءفق	فق	3	مهموز	صحيح
348	أَفِقَ	ل	56	أفق	أفق	ءفق	فق	3	مهموز	صحيح
349	تَأَفَّقَ	ل	126	تأفق	تأفّق	تءفق	تفق	5	مضعف مهموز	صحيح
350	أَفَكَ	ل/م	54	أفك	أفك	ءفك	فك	3	مهموز	صحيح
351	أَفِكَ	ل	56	أفك	أفك	ءفك	فك	3	مهموز	صحيح
352	أَفَّكَ	ل/م	112	أفك	أفّك	ءفك	فك	4	مضعف مهموز	صحيح
353	آفَكَ	م	106	آفك	آفك	ءافك	فك	4	مهموز	صحيح
354	تَأَفَّكَ	ل	126	تأفك	تأفّك	تءفك	تفك	5	مضعف مهموز	صحيح
355	اِئْتَفَكَ	ل	114	ائتفك	ائتفك	اءتفك	تفك	5	مهموز	صحيح
356	أَفَلَ	ل	53	أفل	أفل	ءفل	فل	3	مهموز	صحيح
357	أَفِلَ	ل	56	أفل	أفل	ءفل	فل	3	مهموز	صحيح
358	أَفَنَ	ل/م	54	أفن	أفن	ءفن	فن	3	مهموز	صحيح
359	أَفِنَ	ل	56	أفن	أفن	ءفن	فن	3	مهموز	صحيح
360	تَأَفَّنَ	ل	126	تأفن	تأفّن	تءفن	تفن	5	مضعف مهموز	صحيح
361	أَكَدَ	م	53	أكد	أكد	ءكد	كد	3	مهموز	صحيح
362	أَكَّدَ	م	112	أكد	أكّد	ءكد	كد	4	مضعف مهموز	صحيح
363	آكَدَ	م	106	آكد	آكد	ءاكد	كد	4	مهموز	صحيح
364	تَأَكَّدَ	ل	126	تأكد	تأكّد	تءكد	تكد	5	مضعف مهموز	صحيح
365	أَكَر	م	53	أكر	أكر	ءكر	كر	3	مهموز	صحيح
366	آكَرَ	م	109	آكر	آكر	ءاكر	كر	4	مهموز	صحيح
367	أَكَّفَ	م	112	أكف	أكّف	ءكف	كف	4	مضعف مهموز	صحيح
368	أَكَّ	ل	58	أك	أكّ	ءك	ك	3	مضعف مهموز	صحيح
369	اِئْتَكَّ	ل	115	ائتك	ائتكّ	اءتك	تك	5	مضعف مهموز	صحيح
370	أَكَلَ	م	53	أكل	أكل	ءكل	كل	3	مهموز	صحيح
371	أَكِلَ	ل	56	أكل	أكل	ءكل	كل	3	مهموز	صحيح
372	أَكَّلَ	ل/م	112	أكل	أكّل	ءكل	كل	4	مضعف مهموز	صحيح
373	آكَلَ	ل/م	106	آكل	آكل	ءاكل	كل	4	مهموز	صحيح
374	آكَلَ	م	109	آكل	آكل	ءاكل	كل	4	مهموز	صحيح
375	تَأَكَّلَ	ل	126	تأكل	تأكّل	تءكل	تكل	5	مضعف مهموز	صحيح
376	اِئْتَكَلَ	ل	114	ائتكل	ائتكل	اءتكل	تكل	5	مهموز	صحيح
377	اِسْتَأْكَلَ	م	129	استأكل	استأكل	استءكل	ستكل	6	مهموز	صحيح
378	اِسْتَأْكَمَ	ل	129	استأكم	استأكم	استءكم	ستكم	6	مهموز	صحيح
379	أَلَبَ	ل/م	53	ألب	ألب	ءلب	لب	3	مهموز	صحيح
380	أَلِبَ	ل	56	ألب	ألب	ءلب	لب	3	مهموز	صحيح
381	أَلَّبَ	م/ل	112	ألب	ألّب	ءلب	لب	4	مضعف مهموز	صحيح
382	تَأَلَّبَ	ل	126	تألب	تألّب	تءلب	تلب	5	مضعف مهموز	صحيح
383	أَلَتَ	م/ل	54	ألت	ألت	ءلت	لت	3	مهموز	صحيح
384	آلَتَ	م	106	آلت	آلت	ءالت	لت	4	مهموز	صحيح
385	أَلَسَ	م	54	ألس	ألس	ءلس	لس	3	مهموز	صحيح
386	آلَسَ	م	109	آلس	آلس	ءالس	لس	4	مهموز	صحيح
387	تَأَلَّسَ	ل	126	تألس	تألّس	تءلس	تلس	5	مضعف مهموز	صحيح
388	أَلَفَ	م	54	ألف	ألف	ءلف	لف	3	مهموز	صحيح
389	أَلِفَ	م	56	ألف	ألف	ءلف	لف	3	مهموز	صحيح
390	أَلَّفَ	ل/م	112	ألف	ألّف	ءلف	لف	4	مضعف مهموز	صحيح
391	آلَفَ	ل/م	106	آلف	آلف	ءالف	لف	4	مهموز	صحيح
392	آلَفَ	م	109	آلف	آلف	ءالف	لف	4	مهموز	صحيح
393	تَأَلَّفَ	ل/م	126	تألف	تألّف	تءلف	تلف	5	مضعف مهموز	صحيح
394	اِئْتَلَفَ	ل	114	ائتلف	ائتلف	اءتلف	تلف	5	مهموز	صحيح
395	أَلَقَ	ل	54	ألق	ألق	ءلق	لق	3	مهموز	صحيح
396	تَأَلَّقَ	ل	126	تألق	تألّق	تءلق	تلق	5	مضعف مهموز	صحيح
397	اِئْتَلَقَ	ل	114	ائتلق	ائتلق	اءتلق	تلق	5	مهموز	صحيح
398	أَلَكَ	ل/م	54	ألك	ألك	ءلك	لك	3	مهموز	صحيح
399	اِسْتَأْلَكَ	م	129	استألك	استألك	استءلك	ستلك	6	مهموز	صحيح
400	أَلَّ	ل	58	أل	ألّ	ءل	ل	3	مضعف مهموز	صحيح
401	أَلَّ	ل/م	59	أل	ألّ	ءل	ل	3	مضعف مهموز	صحيح
402	أَلِلَ	ل	56	ألل	ألل	ءلل	ل	3	مهموز	صحيح
403	أَلَّلَ	م	112	ألل	ألّل	ءلل	ل	4	مضعف مهموز	صحيح
404	تَأَلَّلَ	ل	126	تألل	تألّل	تءلل	تل	5	مضعف مهموز	صحيح
405	اِئْتَلَّ	ل	115	ائتل	ائتلّ	اءتل	تل	5	مضعف مهموز	صحيح
406	أَلِمَ	ل	56	ألم	ألم	ءلم	لم	3	مهموز	صحيح
407	آلَمَ	م	106	آلم	آلم	ءالم	لم	4	مهموز	صحيح
408	تَأَلَّمَ	ل	126	تألم	تألّم	تءلم	تلم	5	مضعف مهموز	صحيح
409	ألَهَ	ل/م	55	أله	أله	ءله	له	3	مهموز	صحيح
410	أَلِهَ	ل	56	أله	أله	ءله	له	3	مهموز	صحيح
411	أَلَّهَ	م	112	أله	ألّه	ءله	له	4	مضعف مهموز	صحيح
412	تَأَلَّهَ	ل	126	تأله	تألّه	تءله	تله	5	مضعف مهموز	صحيح
413	أَلا	ل/م	62	ألا	ألا	ءلا	ل	3	مهموز	ناقص واوي
414	أَلِيَ	ل	67	ألي	ألي	ءلي	ل	3	مهموز	صحيح
415	أَلَّى	ل/م	113	ألى	ألّى	ءلى	ل	4	مضعف مهموز	ناقص
416	آلَى	ل	106	آلى	آلى	ءالى	ل	4	مهموز	ناقص يائي
417	تَأَلَّى	ل	127	تألى	تألّى	تءلى	تل	5	مضعف مهموز	ناقص
418	اِئْتَلَى	ل	116	ائتلى	ائتلى	اءتلى	تل	5	مهموز	ناقص
419	أَمَتَ	م	54	أمت	أمت	ءمت	مت	3	مهموز	صحيح
420	أَمَّتَ	م	112	أمت	أمّت	ءمت	مت	4	مضعف مهموز	صحيح
421	أَمَجَ	ل	54	أمج	أمج	ءمج	مج	3	مهموز	صحيح
422	أَمِجَ	ل	56	أمج	أمج	ءمج	مج	3	مهموز	صحيح
423	أَمَحَ	ل	54	أمح	أمح	ءمح	مح	3	مهموز	صحيح
424	أَمِدَ	ل	56	أمد	أمد	ءمد	مد	3	مهموز	صحيح
425	أَمَّدَ	م	112	أمد	أمّد	ءمد	مد	4	مضعف مهموز	صحيح
426	تَأَمَّدَ	ل	126	تأمد	تأمّد	تءمد	تمد	5	مضعف مهموز	صحيح
427	أَمَرَ	م/ل	53	أمر	أمر	ءمر	مر	3	مهموز	صحيح
428	أَمُرَ	ل	57	أمر	أمر	ءمر	مر	3	مهموز	صحيح
429	أَمِرَ	ل	56	أمر	أمر	ءمر	مر	3	مهموز	صحيح
430	أَمَّرَ	م	112	أمر	أمّر	ءمر	مر	4	مضعف مهموز	صحيح
431	آمَرَ	م	106	آمر	آمر	ءامر	مر	4	مهموز	صحيح
432	تَأَمَّرَ	م	109	تأمر	تأمّر	تءمر	تمر	5	مضعف مهموز	صحيح
433	تَآمَرَ	ل	123	تآمر	تآمر	تءءمر	تمر	5	مهموز	صحيح
434	اِئْتَمَرَ	ل/م	114	ائتمر	ائتمر	اءتمر	تمر	5	مهموز	صحيح
435	اِسْتَأْمَرَ	م	129	استأمر	استأمر	استءمر	ستمر	6	مهموز	صحيح
436	أَمِضَ	ل	56	أمض	أمض	ءمض	مض	3	مهموز	صحيح
437	تَأَمَّعَ	ل	126	تأمع	تأمّع	تءمع	تمع	5	مضعف مهموز	صحيح
438	أَمَلَ	م	53	أمل	أمل	ءمل	مل	3	مهموز	صحيح
439	أَمَّلَ	م	112	أمل	أمّل	ءمل	مل	4	مضعف مهموز	صحيح
440	تَأَمَّلَ	ل/م	126	تأمل	تأمّل	تءمل	تمل	5	مضعف مهموز	صحيح
441	أَمَّ	ل/م	58	أم	أمّ	ءم	م	3	مضعف مهموز	صحيح
442	أَمَّ	ل	60	أم	أمّ	ءم	م	3	مضعف مهموز	صحيح
443	أَمَّمَ	م	112	أمم	أمّم	ءمم	م	4	مضعف مهموز	صحيح
444	تَأَمَّمَ	ل/م	126	تأمم	تأمّم	تءمم	تم	5	مضعف مهموز	صحيح
445	اِئْتَمَّ	ل/م	115	ائتم	ائتمّ	اءتم	تم	5	مضعف مهموز	صحيح
446	اِسْتَأَمَّ	م	130	استأم	استأمّ	استءم	ستم	6	مضعف مهموز	صحيح
447	أَمُنَ	ل	57	أمن	أمن	ءمن	من	3	مهموز	صحيح
448	أَمِنَ	ل/م	56	أمن	أمن	ءمن	من	3	مهموز	صحيح
449	أَمَّنَ	ل/م	112	أمن	أمّن	ءمن	من	4	مضعف مهموز	صحيح
450	آمَنَ	ل/م	106	آمن	آمن	ءامن	من	4	مهموز	صحيح
451	اِئْتَمَنَ	م	114	ائتمن	ائتمن	اءتمن	تمن	5	مهموز	صحيح
452	اِسْتَأْمَنَ	ل/م	129	استأمن	استأمن	استءمن	ستمن	6	مهموز	صحيح
453	أَمَهَ	ل	53	أمه	أمه	ءمه	مه	3	مهموز	صحيح
454	أَمِهَ	ل/م	56	أمه	أمه	ءمه	مه	3	مهموز	صحيح
455	تَأَمَّهَ	م	126	تأمه	تأمّه	تءمه	تمه	5	مضعف مهموز	صحيح
456	أَما	ل	62	أما	أما	ءما	م	3	مهموز	ناقص واوي
457	أَمُوَ	ل	64	أمو	أمو	ءمو	م	3	مهموز	صحيح
458	أَمِيَ	ل	63	أمي	أمي	ءمي	م	3	مهموز	صحيح
459	أَمَّى	م	113	أمى	أمّى	ءمى	م	4	مضعف مهموز	ناقص
460	تَأَمَّى	ل/م	127	تأمى	تأمّى	تءمى	تم	5	مضعف مهموز	ناقص
461	اِسْتَأْمَى	م	131	استأمى	استأمى	استءمى	ستم	6	مهموز	ناقص
462	أَنَّبَ	م	112	أنب	أنّب	ءنب	نب	4	مضعف مهموز	صحيح
463	أَنَتَ	ل/م	54	أنت	أنت	ءنت	نت	3	مهموز	صحيح
464	أَنُثَ	ل	57	أنث	أنث	ءنث	نث	3	مهموز	صحيح
465	أَنَّثَ	ل/م	112	أنث	أنّث	ءنث	نث	4	مضعف مهموز	صحيح
466	آنَثَ	ل	106	آنث	آنث	ءانث	نث	4	مهموز	صحيح
467	تَأَنَّثَ	ل	126	تأنث	تأنّث	تءنث	تنث	5	مضعف مهموز	صحيح
468	أَنَحَ	ل	54	أنح	أنح	ءنح	نح	3	مهموز	صحيح
469	أَنَسَ	ل	54	أنس	أنس	ءنس	نس	3	مهموز	صحيح
470	أَنُسَ	ل	57	أنس	أنس	ءنس	نس	3	مهموز	صحيح
471	أَنِسَ	ل	56	أنس	أنس	ءنس	نس	3	مهموز	صحيح
472	أَنَّسَ	م	112	أنس	أنّس	ءنس	نس	4	مضعف مهموز	صحيح
473	آنَسَ	م	106	آنس	آنس	ءانس	نس	4	مهموز	صحيح
474	آنَسَ	م	109	آنس	آنس	ءانس	نس	4	مهموز	صحيح
475	تَأَنَّسَ	ل	126	تأنس	تأنّس	تءنس	تنس	5	مضعف مهموز	صحيح
476	تَآنَسَ	ل	123	تآنس	تآنس	تءءنس	تنس	5	مهموز	صحيح
477	اِسْتَأْنَسَ	ل/م	129	استأنس	استأنس	استءنس	ستنس	6	مهموز	صحيح
478	أَنَضَ	ل	54	أنض	أنض	ءنض	نض	3	مهموز	صحيح
479	أَنُضَ	ل	57	أنض	أنض	ءنض	نض	3	مهموز	صحيح
480	آنَضَ	م	106	آنض	آنض	ءانض	نض	4	مهموز	صحيح
481	أَنَفَ	ل/م	53	أنف	أنف	ءنف	نف	3	مهموز	صحيح
482	أَنِفَ	ل/م	56	أنف	أنف	ءنف	نف	3	مهموز	صحيح
483	أَنَّفَ	م	112	أنف	أنّف	ءنف	نف	4	مضعف مهموز	صحيح
484	آنَفَ	م	106	آنف	آنف	ءانف	نف	4	مهموز	صحيح
485	تَأَنَّفَ	ل/م	126	تأنف	تأنّف	تءنف	تنف	5	مضعف مهموز	صحيح
486	اِئْتَنَفَ	م	114	ائتنف	ائتنف	اءتنف	تنف	5	مهموز	صحيح
487	اِسْتَأْنَفَ	م	129	استأنف	استأنف	استءنف	ستنف	6	مهموز	صحيح
488	أَنِقَ	ل/م	56	أنق	أنق	ءنق	نق	3	مهموز	صحيح
489	أَنَّقَ	م	112	أنق	أنّق	ءنق	نق	4	مضعف مهموز	صحيح
490	آنَقَ	م	106	آنق	آنق	ءانق	نق	4	مهموز	صحيح
491	تَأَنَّقَ	ل/م	126	تأنق	تأنّق	تءنق	تنق	5	مضعف مهموز	صحيح
492	أَنَّ	ل	59	أن	أنّ	ءن	ن	3	مضعف مهموز	صحيح
493	أَنَّنَ	م	112	أنن	أنّن	ءنن	ن	4	مضعف مهموز	صحيح
494	تَأَنَّنَ	م	126	تأنن	تأنّن	تءنن	تن	5	مضعف مهموز	صحيح
495	أَنَى	ل	65	أنى	أنى	ءنى	ن	3	مهموز	ناقص يائي
496	أَنِيَ	ل	67	أني	أني	ءني	ن	3	مهموز	صحيح
497	أَنَّى	ل/م	113	أنى	أنّى	ءنى	ن	4	مضعف مهموز	ناقص
498	آنَى	م	106	آنى	آنى	ءانى	ن	4	مهموز	ناقص يائي
499	تَأَنَّى	ل/م	127	تأنى	تأنّى	تءنى	تن	5	مضعف مهموز	ناقص
500	اِسْتَأْنَى	ل/م	131	استأنى	استأنى	استءنى	ستن	6	مهموز	ناقص
501	أَهَّبَ	ل	112	أهب	أهّب	ءهب	هب	4	مضعف مهموز	صحيح
502	تَأَهَّبَ	ل	126	تأهب	تأهّب	تءهب	تهب	5	مضعف مهموز	صحيح
503	أَهَلَ	ل	53	أهل	أهل	ءهل	هل	3	مهموز	صحيح
504	أَهِلَ	ل	56	أهل	أهل	ءهل	هل	3	مهموز	صحيح
505	أَهَّلَ	ل/م	112	أهل	أهّل	ءهل	هل	4	مضعف مهموز	صحيح
506	آهَلَ	م	106	آهل	آهل	ءاهل	هل	4	مهموز	صحيح
507	تَأَهَّلَ	ل	126	تأهل	تأهّل	تءهل	تهل	5	مضعف مهموز	صحيح
508	اِئْتَهَلَ	ل	114	ائتهل	ائتهل	اءتهل	تهل	5	مهموز	صحيح
509	اِسْتَأْهَلَ	ل/م	129	استأهل	استأهل	استءهل	ستهل	6	مهموز	صحيح
510	أَهَّ	ل	58	أه	أهّ	ءه	ه	3	مضعف مهموز	صحيح
511	أَهَى	ل	65	أهى	أهى	ءهى	ه	3	مهموز	ناقص يائي
512	آبَ	ل/م	68	آب	آب	ءءب	ب	3	مهموز	صحيح
513	أَوَّبَ	ل	112	أوب	أوّب	ءوب	ب	4	مضعف مهموز	صحيح
514	آوَبَ	م	109	آوب	آوب	ءاوب	ب	4	مهموز
515	تَأَوَّبَ	ل/م	126	تأوب	تأوّب	تءوب	تب	5	مضعف مهموز	صحيح
516	تَآوَبَ	ل	123	تآوب	تآوب	تءءوب	تب	5	مهموز	صحيح
517	آدَ	ل/م	68	آد	آد	ءءد	د	3	مهموز	صحيح
518	أَوِدَ	ل	69	أود	أود	ءود	د	3	مهموز
519	أَوَّدَ	م	112	أود	أوّد	ءود	د	4	مضعف مهموز	صحيح
520	تَأَوَّدَ	ل/م	126	تأود	تأوّد	تءود	تد	5	مضعف مهموز	صحيح
521	اِسْتَأْوَرَ	ل	129	استأور	استأور	استءور	ستر	6	مهموز	صحيح
522	آسَ	م	68	آس	آس	ءءس	س	3	مهموز	صحيح
523	اِسْتَآسَ	م	132	استآس	استآس	استءءس	ستس	6	مهموز	صحيح
524	آفَ	ل	68	آف	آف	ءءف	ف	3	مهموز	صحيح
525	آقَ	ل	68	آق	آق	ءءق	ق	3	مهموز	صحيح
526	أَوَّقَ	م	112	أوق	أوّق	ءوق	ق	4	مضعف مهموز	صحيح
527	تَأَوَّقَ	ل	126	تأوق	تأوّق	تءوق	تق	5	مضعف مهموز	صحيح
528	آلَ	ل/م	68	آل	آل	ءءل	ل	3	مهموز	صحيح
529	أَوِلَ	ل	69	أول	أول	ءول	ل	3	مهموز
530	أَوَّلَ	م	112	أول	أوّل	ءول	ل	4	مضعف مهموز	صحيح
531	تَأَوَّلَ	ل	126	تأول	تأوّل	تءول	تل	5	مضعف مهموز	صحيح
532	اِئْتالَ	م	117	ائتال	ائتال	اءتال	تل	5	مهموز	أجوف
533	آمَ	ل/م	68	آم	آم	ءءم	م	3	مهموز	صحيح
534	أَوَّمَ	م	112	أوم	أوّم	ءوم	م	4	مضعف مهموز	صحيح
535	آنَ	ل	68	آن	آن	ءءن	ن	3	مهموز	صحيح
536	أَوَّنَ	ل	112	أون	أوّن	ءون	ن	4	مضعف مهموز	صحيح
537	تَأَوَّنَ	ل	126	تأون	تأوّن	تءون	تن	5	مضعف مهموز	صحيح
538	آهَ	ل	68	آه	آه	ءءه	ه	3	مهموز	صحيح
539	أَوَّهَ	ل	112	أوه	أوّه	ءوه	ه	4	مضعف مهموز	صحيح
540	تَأَوَّهَ	ل	126	تأوه	تأوّه	تءوه	ته	5	مضعف مهموز	صحيح
541	أَوَى	ل/م	70	أوى	أوى	ءوى		3	مهموز	لفيف مقرون
542	أَوَّى	ل/م	113	أوى	أوّى	ءوى		4	مضعف مهموز	ناقص
543	آوَى	ل/م	106	آوى	آوى	ءاوى		4	مهموز	لفيف مقرون
544	تَأَوَّى	ل/م	127	تأوى	تأوّى	تءوى	ت	5	مضعف مهموز	ناقص
545	تَآوَى	ل	125	تآوى	تآوى	تءءوى	ت	5	مهموز	ناقص
546	اِئْتَوَى	ل/م	116	ائتوى	ائتوى	اءتوى	ت	5	مهموز	ناقص
547	اِسْتَأْوَى	م	131	استأوى	استأوى	استءوى	ست	6	مهموز	ناقص
548	آبَ	ل	71	آب	آب	ءءب	ب	3	مهموز	صحيح
549	آدَ	ل	71	آد	آد	ءءد	د	3	مهموز	صحيح
550	أَيَّدَ	م	112	أيد	أيّد	ءيد	د	4	مضعف مهموز	صحيح
551	آيَدَ	ل/م	106	آيد	آيد	ءايد	د	4	مهموز	صحيح
